durations,speakers,titles,views,hashtags
12:07,Joe Madiath,"Better toilets, better life",993K,"Inspiring, Informative"
 6:05,Lauren Sallan,How to win at evolution and survive a mass extinction,992K,"Informative, Funny"
18:34,Richard Baraniuk,The birth of the open-source learning revolution,992K,"Informative, Inspiring"
16:09,Debra Jarvis,"Yes, I survived cancer. But that doesn't define me",990K,"Inspiring, Beautiful"
11:26,Courtney E. Martin,This isn't her mother's feminism,989K,"Inspiring, Beautiful"
16:02,Robert Swan,Let's save the last pristine continent,989K,"Inspiring, Beautiful"
10:22,Hendrik Poinar,Bring back the woolly mammoth!,989K,"Informative, Fascinating"
13:51,Sara Lewis,The loves and lies of fireflies,988K,"Informative, Fascinating"
14:42,Ramanan Laxminarayan,The coming crisis in antibiotics,988K,"Informative, Persuasive"
 6:36,Jack Choi,On the virtual dissection table,987K,"Ingenious, Fascinating"
22:12,Valarie Kaur,3 lessons of revolutionary love in a time of rage,987K,"Inspiring, Beautiful"
19:31,Howard Rheingold,The new power of collaboration,986K,"Inspiring, Informative"
 9:55,Krista Donaldson,The $80 prosthetic knee that's changing lives,986K,"Inspiring, Ingenious"
18:12,Mike deGruy,Hooked by an octopus,986K,"Inspiring, Fascinating"
13:30,Olúfẹ́mi Táíwò,Why Africa must become a center of knowledge again,986K,"Informative, Inspiring"
15:10,Nina Fedoroff,A secret weapon against Zika and other mosquito-borne diseases,985K,"Informative, Fascinating"
20:31,Deborah Gordon,The emergent genius of ant colonies,985K,"Fascinating, Informative"
15:58,David Keith,A critical look at geoengineering against climate change,984K,"Persuasive, Informative"
16:37,Anand Giridharadas,A letter to all who have lost in this era,984K,"Inspiring, Beautiful"
14:19,Joseph Pine,What consumers want,984K,"Informative, Inspiring"
23:07,Barry Schwartz,Using our practical wisdom,983K,"Inspiring, Persuasive"
14:07,Andrew McAfee,Are droids taking our jobs?,982K,"Informative, Persuasive"
13:35,Iyad Rahwan,What moral decisions should driverless cars make?,982K,"Informative, Fascinating"
13:45,Nicolas Perony,"Puppies! Now that I’ve got your attention, complexity theory",981K,"Informative, Fascinating"
13:57,Sarah Corbett,Activism needs introverts,981K,"Inspiring, Courageous"
15:15,Haley Van Dyck,How a start-up in the White House is changing business as usual,981K,"Inspiring, Informative"
 5:22,Mundano,Trash cart superheroes,981K,"Inspiring, Beautiful"
22:00,Frank Gehry,"A master architect asks, Now what?",980K,"Inspiring, Funny"
19:25,Sebastian Seung,I am my connectome,980K,"Fascinating, Informative"
16:05,Billie Jean King,This tennis icon paved the way for women in sports,980K,"Inspiring, Courageous"
16:41,Tierney Thys,Swim with the giant sunfish,980K,"Informative, Fascinating"
13:01,Anna Heringer,The warmth and wisdom of mud buildings,979K,"Inspiring, Informative"
18:53,Parag Khanna,Mapping the future of countries,978K,"Informative, Fascinating"
 8:44,Joy Buolamwini,How I'm fighting bias in algorithms,978K,"Informative, Inspiring"
16:23,Shukla Bose,Teaching one child at a time,977K,"Inspiring, Courageous"
14:11,Paul Hessburg,Why wildfires have gotten worse — and what we can do about it,977K,"Informative, Persuasive"
10:39,Stephen Friend,"The hunt for ""unexpected genetic heroes""",977K,"Informative, Inspiring"
20:34,Parag Khanna,How megacities are changing the map of the world,976K,"Informative, Inspiring"
18:28,Julie Taymor,"Spider-Man, The Lion King and life on the creative edge",975K,"Beautiful, Fascinating"
12:18,Daan Roosegaarde,A smog vacuum cleaner and other magical city designs,975K,"Inspiring, Fascinating"
12:22,Vikram Patel,Mental health for all by involving all,974K,"Informative, Inspiring"
 9:36,Shabana Basij-Rasikh,Dare to educate Afghan girls,974K,"Inspiring, Courageous"
16:58,José Antonio Abreu,The El Sistema music revolution,974K,"Inspiring, Beautiful"
 9:23,Mikko Hypponen,Three types of online attack,974K,"Informative, Persuasive"
12:44,Xavier De Kestelier,Adventures of an interplanetary architect,973K,"Informative, Fascinating"
 8:43,Jessica Green,We're covered in germs. Let's design for that.,973K,"Informative, Fascinating"
 3:05,Stewart Brand,What squatter cities can teach us,973K,"Informative, Fascinating"
14:27,Wes Moore,How to talk to veterans about the war,972K,"Inspiring, Courageous"
11:53,Janine di Giovanni,What I saw in the war,972K,"Courageous, Inspiring"
 9:01,Aditi Shankardass,A second opinion on developmental disorders,972K,"Informative, Inspiring"
15:00,Per Espen Stoknes,How to transform apocalypse fatigue into action on global warming,971K,"Informative, Inspiring"
17:15,Richard Seymour,How beauty feels,970K,"Fascinating, Beautiful"
13:15,Sethembile Msezane,Living sculptures that stand for history's truths,969K,"Inspiring, Courageous"
14:53,William Noel,Revealing the lost codex of Archimedes,969K,"Fascinating, Informative"
13:07,Clay Shirky,How cognitive surplus will change the world,968K,"Inspiring, Informative"
15:00,Amit Sood,Every piece of art you've ever wanted to see — up close and searchable,968K,"Fascinating, Informative"
16:43,Emily Pilloton,Teaching design for change,967K,"Inspiring, Persuasive"
13:48,Jonathan Drori,The beautiful tricks of flowers,966K,"Beautiful, Fascinating"
12:56,Mathias Jud,Art that lets you talk back to NSA spies,966K,"Inspiring, Informative"
13:57,Hadyn Parry,Re-engineering mosquitos to fight disease,966K,"Ingenious, Informative"
13:45,Michelle Knox,Talk about your death while you're still healthy,966K,"Informative, Inspiring"
 6:30,Tim Leberecht,3 ways to (usefully) lose control of your brand,965K,"Inspiring, Informative"
14:33,Siddhartha Roy,Science in service to the public good,964K,"Inspiring, Informative"
13:11,Tara Winkler,Why we need to end the era of orphanages,963K,"Inspiring, Informative"
47:33,"Gretchen Carlson, Vy Higginsen's Gospel Choir, David Brooks and Chris Anderson",Political common ground in a polarized United States,963K,"Informative, Inspiring"
16:58,Peter Weinstock,Lifelike simulations that make real-life surgery safer,963K,"Informative, Fascinating"
10:13,David Brenner,A new weapon in the fight against superbugs,962K,"Informative, Fascinating"
 4:00,David Hoffman,What happens when you lose everything,962K,"Inspiring, Courageous"
14:16,Aala El-Khani,What it's like to be a parent in a war zone,962K,"Informative, Inspiring"
 3:01,Damian Palin,Mining minerals from seawater,961K,"Ingenious, Informative"
 6:02,Nizar Ibrahim,How we unearthed the Spinosaurus,961K,"Informative, Fascinating"
12:26,Joshua Smith,New nanotech to detect cancer early,960K,"Informative, Inspiring"
 6:15,Yossi Vardi,We're worried about local warming ... in your lap,960K,"Funny, Informative"
10:55,Martin Villeneuve,How I made an impossible film,959K,"Inspiring, Ingenious"
18:24,Ed Boyden,A light switch for neurons,959K,"Fascinating, Ingenious"
18:42,Paola Antonelli,Why I brought Pac-Man to MoMA,959K,"Funny, Fascinating"
18:16,Jonathan Tepperman,The risky politics of progress,959K,"Inspiring, Informative"
18:11,Jared Diamond,How societies can grow old better,958K,"Informative, Inspiring"
 4:44,Edsel Salvaña,The dangerous evolution of HIV,957K,"Informative, Persuasive"
37:02,Michael Moschen,Juggling as art ... and science,957K,"Fascinating, Beautiful"
 7:49,Mick Ebeling,The invention that unlocked a locked-in artist,956K,"Inspiring, Ingenious"
 4:30,Raghava KK,Shake up your story,955K,"Inspiring, Funny"
14:18,Sue Desmond-Hellmann,"A smarter, more precise way to think about public health",954K,"Inspiring, Informative"
15:18,Kathy Hull,Stories from a home for terminally ill children,953K,"Inspiring, Beautiful"
12:21,Ed Gavagan,A story about knots and surgeons,952K,"Courageous, Inspiring"
18:00,Louise Fresco,We need to feed the whole world,951K,"Informative, Persuasive"
13:08,Karen Lloyd,This deep-sea mystery is changing our understanding of life,950K,"Fascinating, Informative"
15:51,Zeresenay Alemseged,The search for humanity's roots,949K,"Informative, Fascinating"
15:10,Freeman Hrabowski,4 pillars of college success in science,949K,"Inspiring, Informative"
18:57,Heather Brooke,My battle to expose government corruption,948K,"Courageous, Informative"
10:26,Mary Lou Jepsen,Could future devices read images from our brains?,948K,"Fascinating, Informative"
15:30,Keller Rinaudo,How we're using drones to deliver blood and save lives,947K,"Inspiring, Ingenious"
 6:41,Munir Virani,Why I love vultures,946K,"Informative, Persuasive"
14:02,Janette Sadik-Khan,New York's streets? Not so mean any more,946K,"Inspiring, Informative"
18:15,Béatrice Coron,Stories cut from paper,946K,"Beautiful, Inspiring"
10:10,Thomas Peschak,Dive into an ocean photographer's world,945K,"Beautiful, Inspiring"
10:02,Hans Rosling,"Insights on HIV, in stunning data visuals",945K,"Informative, Persuasive"
14:23,Grégoire Courtine,The paralyzed rat that walked,944K,"Inspiring, Fascinating"
19:22,James Balog,Time-lapse proof of extreme ice loss,943K,"Persuasive, Informative"
11:53,David Katz,The surprising solution to ocean plastic,943K,"Inspiring, Ingenious"
14:18,Chris Anderson,Technology's long tail,943K,"Informative, Fascinating"
 4:59,Sara Ramirez and Michael Pemberton,"""Rollercoaster""",943K,"Beautiful, Inspiring"
19:30,Misha Glenny,The real story of McMafia — how global crime networks work,941K,"Informative, Fascinating"
20:09,Maya Beiser,A cello with many voices,941K,"Beautiful, Fascinating"
17:12,Wadah Khanfar,A historic moment in the Arab world,940K,"Inspiring, Courageous"
 5:22,McKenna Pope,Want to be an activist? Start with your toys,940K,"Inspiring, Courageous"
 7:34,Anjan Sundaram,Why I risked my life to expose a government massacre,940K,"Courageous, Informative"
12:24,Robin Chase,"Excuse me, may I rent your car?",940K,"Inspiring, Ingenious"
11:44,Alice Rawsthorn,"Pirates, nurses and other rebel designers",940K,"Informative, Fascinating"
14:48,Robert Muggah,How to protect fast-growing cities from failing,940K,"Ingenious, Inspiring"
 9:51,Wael Ghonim,Inside the Egyptian revolution,939K,"Inspiring, Courageous"
14:16,Isaac Mizrahi,Fashion and creativity,938K,"Funny, Inspiring"
19:49,Naomi Klein,Addicted to risk,935K,"Persuasive, Informative"
 9:38,Anna Mracek Dietrich,A plane you can drive,935K,"Ingenious, Fascinating"
 8:47,Ray Kurzweil,A university for the coming singularity,935K,"Informative, Fascinating"
10:03,Toby Eccles,Invest in social change,935K,"Inspiring, Persuasive"
16:16,"Lauren Hodge, Shree Bose and Naomi Shah",Award-winning teenage science in action,934K,"Inspiring, Informative"
 8:42,Eric Dyer,The forgotten art of the zoetrope,933K,"Ingenious, Fascinating"
18:08,Amishi Jha,How to tame your wandering mind,933K,"Informative, Inspiring"
14:23,Sophie Andrews,The best way to help is often just to listen,932K,"Inspiring, Courageous"
13:14,Natsai Audrey Chieza,Fashion has a pollution problem — can biology fix it?,932K,"Informative, Ingenious"
 5:34,Miho Janvier,Lessons from a solar storm chaser,932K,"Informative, Fascinating"
11:16,Honor Harger,A history of the universe in sound,932K,"Fascinating, Informative"
 4:57,David Hanson,"Robots that ""show emotion""",932K,"Fascinating, Ingenious"
 8:47,Kiran Bedi,A police chief with a difference,931K,"Inspiring, Courageous"
14:08,Peter Gabriel,Fight injustice with raw video,930K,"Inspiring, Courageous"
 3:47,Gregory Petsko,The coming neurological epidemic,930K,"Informative, Persuasive"
15:18,Wayne McGregor,A choreographer's creative process in real time,930K,"Beautiful, Inspiring"
14:59,Erika Gregory,The world doesn't need more nuclear weapons,929K,"Inspiring, Persuasive"
20:23,Tim Jackson,An economic reality check,928K,"Inspiring, Persuasive"
 3:29,Carolyn Porco,Could a Saturn moon harbor life?,928K,"Fascinating, Informative"
12:11,Diébédo Francis Kéré,How to build with clay ... and community,927K,"Inspiring, Beautiful"
30:31,Stewart Brand and Chris Anderson,"Mammoths resurrected, geoengineering and other thoughts from a futurist",927K,"Informative, Inspiring"
18:35,Phil Borges,Photos of endangered cultures,926K,"Inspiring, Beautiful"
 9:42,Raymond Tang,Be humble — and other lessons from the philosophy of water,925K,"Inspiring, Beautiful"
13:19,Peter Saul,Let's talk about dying,925K,"Courageous, Informative"
 9:30,Daria van den Bercken,Why I take the piano on the road ... and in the air,925K,"Beautiful, Inspiring"
13:58,Meera Vijayann,Find your voice against gender violence,924K,"Courageous, Inspiring"
14:21,Margaret Bourdeaux,Why civilians suffer more once a war is over,923K,"Informative, Inspiring"
15:54,Ray Anderson,The business logic of sustainability,923K,"Inspiring, Persuasive"
10:51,Emtithal Mahmoud,A young poet tells the story of Darfur,921K,"Beautiful, Courageous"
17:13,Kevin B. Jones,Why curiosity is the key to science and medicine,921K,"Informative, Inspiring"
14:08,Chade-Meng Tan,Everyday compassion at Google,921K,"Inspiring, Persuasive"
19:11,Freeman Dyson,Let's look for life in the outer solar system,920K,"Fascinating, Inspiring"
16:47,Esther Duflo,Social experiments to fight poverty,920K,"Persuasive, Informative"
 7:19,Sean Gourley,The mathematics of war,920K,"Informative, Fascinating"
10:25,Marwa Al-Sabouni,How Syria's architecture laid the foundation for brutal war,919K,"Informative, Inspiring"
20:15,David Whyte,"A lyrical bridge between past, present and future",919K,"Inspiring, Beautiful"
15:10,George Monbiot,"For more wonder, rewild the world",919K,"Inspiring, Fascinating"
13:19,Kamau Gachigi,Success stories from Kenya's first makerspace,918K,"Inspiring, Informative"
12:41,Anne Milgram,Why smart statistics are the key to fighting crime,918K,"Informative, Persuasive"
18:07,Ed Ulbrich,How Benjamin Button got his face,917K,"Fascinating, Ingenious"
11:09,Roger Stein,A bold new way to fund drug research,916K,"Ingenious, Persuasive"
 9:19,Del Harvey,Protecting Twitter users (sometimes from themselves),916K,"Informative, Funny"
 5:10,Gary Wolf,The quantified self,914K,"Informative, Fascinating"
21:08,Deborah Rhodes,"A test that finds 3x more breast tumors, and why it's not available to you",913K,"Informative, Persuasive"
17:11,Jeff Bezos,The electricity metaphor for the web's future,912K,"Informative, Inspiring"
 8:59,Jamil Abu-Wardeh,The Axis of Evil Middle East Comedy Tour,912K,"Funny, Inspiring"
19:18,Halla Tómasdóttir,It's time for women to run for office,912K,"Inspiring, Courageous"
 8:57,Jamila Raqib,The secret to effective nonviolent resistance,912K,"Inspiring, Courageous"
12:22,Devita Davison,How urban agriculture is transforming Detroit,910K,"Inspiring, Informative"
 3:57,Imogen Heap,"""Wait It Out""",910K,"Beautiful, Inspiring"
 4:52,Carl Schoonover,How to look inside the brain,909K,"Informative, Fascinating"
15:12,Nirmalya Kumar,India's invisible innovation,908K,"Informative, Inspiring"
 6:57,Mileha Soneji,Simple hacks for life with Parkinson's,908K,"Inspiring, Ingenious"
18:01,Kevin Bales,How to combat modern slavery,907K,"Inspiring, Informative"
22:40,Leah Chase and Pat Mitchell,An interview with the Queen of Creole Cuisine,906K,"Beautiful, Inspiring"
 4:26,Alan Siegel,Let's simplify legal jargon!,905K,"Persuasive, Informative"
18:23,Jacqueline Novogratz,Patient capitalism,905K,"Inspiring, Informative"
18:40,Jarrett J. Krosoczka,How a boy became an artist,904K,"Inspiring, Beautiful"
15:53,Jane Poynter,Life in Biosphere 2,904K,"Fascinating, Inspiring"
15:35,Wendy Woods,The business benefits of doing good,904K,"Informative, Inspiring"
12:38,Monica Byrne,A sci-fi vision of love from a 318-year-old hologram,902K,"Beautiful, Fascinating"
18:19,Rodney Mullen,Pop an ollie and innovate!,902K,"Inspiring, Fascinating"
11:22,Lana Mazahreh,3 thoughtful ways to conserve water,901K,"Inspiring, Informative"
